⚠️ File truncated for preview (showing first 0.5MB of 3.0MB)
────────────────────────────────────────────────────────────

timestamp,zone,flow_rate_gpm,pressure_psi,billed_consumption_gpm,nrw_gpm,nrw_percent,pressure_compliant
2024-01-01 05:00:00,Zone-G-Coastal,489.1,64.1,317.9,171.2,35.0,Yes
2024-01-01 05:00:00,Zone-H-Hills,509.9,41.4,448.7,61.2,12.0,Yes
2024-01-01 06:00:00,Zone-A-Downtown,826.1,61.8,663.9,162.3,19.64,Yes
2024-01-01 06:00:00,Zone-B-North,1086.4,51.3,873.0,213.4,19.64,Yes
2024-01-01 06:00:00,Zone-C-South,1065.4,43.8,639.2,426.2,40.0,Yes
2024-01-01 06:00:00,Zone-D-East,1329.5,41.2,1068.3,261.2,19.64,Yes
2024-01-01 06:00:00,Zone-E-West,1480.3,48.6,1189.6,290.8,19.64,Yes
2024-01-01 06:00:00,Zone-F-Industrial,1585.1,41.7,1273.7,311.4,19.64,Yes
2024-01-01 06:00:00,Zone-G-Coastal,1579.0,51.6,1026.4,552.7,35.0,Yes
2024-01-01 06:00:00,Zone-H-Hills,1863.8,36.2,1640.2,223.7,12.0,No
2024-01-01 07:00:00,Zone-A-Downtown,776.9,69.1,624.3,152.6,19.64,Yes
2024-01-01 07:00:00,Zone-B-North,954.5,48.0,767.0,187.5,19.64,Yes
2024-01-01 07:00:00,Zone-C-South,1088.0,47.3,652.8,435.2,40.0,Yes
2024-01-01 07:00:00,Zone-D-East,1297.2,52.8,1042.4,254.8,19.64,Yes
2024-01-01 07:00:00,Zone-E-West,1352.0,57.9,1086.4,265.6,19.64,Yes
2024-01-01 07:00:00,Zone-F-Industrial,1457.4,42.2,1171.1,286.3,19.64,Yes
2024-01-01 07:00:00,Zone-G-Coastal,1678.6,46.4,1091.1,587.5,35.0,Yes
2024-01-01 07:00:00,Zone-H-Hills,1856.6,35.9,1633.8,222.8,12.0,No
2024-01-01 08:00:00,Zone-A-Downtown,838.4,67.2,673.7,164.7,19.64,Yes
2024-01-01 08:00:00,Zone-B-North,946.5,45.9,760.6,185.9,19.64,Yes
2024-01-01 08:00:00,Zone-C-South,1185.1,50.9,711.1,474.0,40.0,Yes
2024-01-01 08:00:00,Zone-D-East,1116.9,38.5,897.5,219.4,19.64,No
2024-01-01 08:00:00,Zone-E-West,1369.7,43.4,1100.6,269.0,19.64,Yes
2024-01-01 08:00:00,Zone-F-Industrial,1565.2,50.9,1257.7,307.4,19.64,Yes
2024-01-01 08:00:00,Zone-G-Coastal,1709.3,46.6,1111.1,598.3,35.0,Yes
2024-01-01 08:00:00,Zone-H-Hills,1804.6,32.3,1588.0,216.5,12.0,No
2024-01-01 09:00:00,Zone-A-Downtown,762.5,74.9,612.7,149.8,19.64,Yes
2024-01-01 09:00:00,Zone-B-North,929.9,48.2,747.3,182.7,19.64,Yes
2024-01-01 09:00:00,Zone-C-South,1137.8,53.2,682.7,455.1,40.0,Yes
2024-01-01 09:00:00,Zone-D-East,1334.9,48.5,1072.7,262.2,19.64,Yes
2024-01-01 09:00:00,Zone-E-West,1433.4,51.4,1151.9,281.6,19.64,Yes
2024-01-01 09:00:00,Zone-F-Industrial,1633.1,52.5,1312.3,320.8,19.64,Yes
2024-01-01 09:00:00,Zone-G-Coastal,1711.3,45.3,1112.4,599.0,35.0,Yes
2024-01-01 09:00:00,Zone-H-Hills,1873.6,34.6,1648.7,224.8,12.0,No
2024-01-01 10:00:00,Zone-A-Downtown,613.3,74.5,460.0,153.3,25.0,Yes
2024-01-01 10:00:00,Zone-B-North,706.1,61.9,529.6,176.5,25.0,Yes
2024-01-01 10:00:00,Zone-C-South,867.3,55.1,520.4,346.9,40.0,Yes
2024-01-01 10:00:00,Zone-D-East,941.9,54.2,706.4,235.5,25.0,Yes
2024-01-01 10:00:00,Zone-E-West,1033.9,49.9,775.4,258.5,25.0,Yes
2024-01-01 10:00:00,Zone-F-Industrial,1136.8,50.5,852.6,284.2,25.0,Yes
2024-01-01 10:00:00,Zone-G-Coastal,1257.4,56.9,817.3,440.1,35.0,Yes
2024-01-01 10:00:00,Zone-H-Hills,1249.5,32.0,1099.5,149.9,12.0,No
2024-01-01 11:00:00,Zone-A-Downtown,676.2,68.7,507.1,169.0,25.0,Yes
2024-01-01 11:00:00,Zone-B-North,635.2,51.0,476.4,158.8,25.0,Yes
2024-01-01 11:00:00,Zone-C-South,809.9,54.5,486.0,324.0,40.0,Yes
2024-01-01 11:00:00,Zone-D-East,907.6,55.2,680.7,226.9,25.0,Yes
2024-01-01 11:00:00,Zone-E-West,1001.0,55.7,750.8,250.3,25.0,Yes
2024-01-01 11:00:00,Zone-F-Industrial,1017.8,57.0,763.3,254.4,25.0,Yes
2024-01-01 11:00:00,Zone-G-Coastal,1275.0,57.5,828.8,446.3,35.0,Yes
2024-01-01 11:00:00,Zone-H-Hills,1292.9,36.5,1137.7,155.1,12.0,No
2024-01-01 12:00:00,Zone-A-Downtown,634.9,84.1,476.2,158.7,25.0,No
2024-01-01 12:00:00,Zone-B-North,712.4,58.4,534.3,178.1,25.0,Yes
2024-01-01 12:00:00,Zone-C-South,831.3,49.9,498.8,332.5,40.0,Yes
2024-01-01 12:00:00,Zone-D-East,926.9,48.8,695.2,231.7,25.0,Yes
2024-01-01 12:00:00,Zone-E-West,1017.5,55.4,763.1,254.4,25.0,Yes
2024-01-01 12:00:00,Zone-F-Industrial,1150.6,53.3,862.9,287.6,25.0,Yes
2024-01-01 12:00:00,Zone-G-Coastal,1072.9,48.3,697.4,375.5,35.0,Yes
2024-01-01 12:00:00,Zone-H-Hills,1242.1,36.5,1093.0,149.1,12.0,No
2024-01-01 13:00:00,Zone-A-Downtown,552.0,74.4,414.0,138.0,25.0,Yes
2024-01-01 13:00:00,Zone-B-North,649.7,44.7,487.3,162.4,25.0,Yes
2024-01-01 13:00:00,Zone-C-South,830.0,50.6,498.0,332.0,40.0,Yes
2024-01-01 13:00:00,Zone-D-East,894.6,50.6,670.9,223.6,25.0,Yes
2024-01-01 13:00:00,Zone-E-West,1010.5,49.2,757.9,252.6,25.0,Yes
2024-01-01 13:00:00,Zone-F-Industrial,1082.0,47.6,811.5,270.5,25.0,Yes
2024-01-01 13:00:00,Zone-G-Coastal,1173.8,55.2,763.0,410.8,35.0,Yes
2024-01-01 13:00:00,Zone-H-Hills,1235.3,45.2,1087.1,148.2,12.0,Yes
2024-01-01 14:00:00,Zone-A-Downtown,658.9,77.2,494.2,164.7,25.0,Yes
2024-01-01 14:00:00,Zone-B-North,672.1,59.4,504.1,168.0,25.0,Yes
2024-01-01 14:00:00,Zone-C-South,855.5,61.4,513.3,342.2,40.0,Yes
2024-01-01 14:00:00,Zone-D-East,903.2,57.9,677.4,225.8,25.0,Yes
2024-01-01 14:00:00,Zone-E-West,958.4,51.9,718.8,239.6,25.0,Yes
2024-01-01 14:00:00,Zone-F-Industrial,1094.0,49.9,820.5,273.5,25.0,Yes
2024-01-01 14:00:00,Zone-G-Coastal,1222.9,50.0,794.9,428.0,35.0,Yes
2024-01-01 14:00:00,Zone-H-Hills,1280.8,40.1,1127.1,153.7,12.0,Yes
2024-01-01 15:00:00,Zone-A-Downtown,697.0,78.7,522.8,174.3,25.0,Yes
2024-01-01 15:00:00,Zone-B-North,710.3,53.2,532.7,177.6,25.0,Yes
2024-01-01 15:00:00,Zone-C-South,811.3,62.9,486.8,324.5,40.0,Yes
2024-01-01 15:00:00,Zone-D-East,904.7,51.2,678.5,226.2,25.0,Yes
2024-01-01 15:00:00,Zone-E-West,1017.4,53.5,763.1,254.4,25.0,Yes
2024-01-01 15:00:00,Zone-F-Industrial,1074.6,57.1,805.9,268.6,25.0,Yes
2024-01-01 15:00:00,Zone-G-Coastal,1259.6,54.0,818.8,440.9,35.0,Yes
2024-01-01 15:00:00,Zone-H-Hills,1214.4,45.1,1068.7,145.7,12.0,Yes
2024-01-01 16:00:00,Zone-A-Downtown,604.2,73.5,453.1,151.0,25.0,Yes
2024-01-01 16:00:00,Zone-B-North,793.0,61.1,594.7,198.2,25.0,Yes
2024-01-01 16:00:00,Zone-C-South,792.0,57.4,475.2,316.8,40.0,Yes
2024-01-01 16:00:00,Zone-D-East,909.6,57.9,682.2,227.4,25.0,Yes
2024-01-01 16:00:00,Zone-E-West,945.1,53.8,708.8,236.3,25.0,Yes
2024-01-01 16:00:00,Zone-F-Industrial,1068.4,50.8,801.3,267.1,25.0,Yes
2024-01-01 16:00:00,Zone-G-Coastal,1223.4,47.9,795.2,428.2,35.0,Yes
2024-01-01 16:00:00,Zone-H-Hills,1335.9,35.7,1175.6,160.3,12.0,No
2024-01-01 17:00:00,Zone-A-Downtown,685.3,70.9,514.0,171.3,25.0,Yes
2024-01-01 17:00:00,Zone-B-North,591.1,54.9,443.3,147.8,25.0,Yes
2024-01-01 17:00:00,Zone-C-South,746.5,58.7,447.9,298.6,40.0,Yes
2024-01-01 17:00:00,Zone-D-East,868.6,46.9,651.4,217.1,25.0,Yes
2024-01-01 17:00:00,Zone-E-West,997.8,52.5,748.4,249.5,25.0,Yes
2024-01-01 17:00:00,Zone-F-Industrial,1126.8,52.1,845.1,281.7,25.0,Yes
2024-01-01 17:00:00,Zone-G-Coastal,1305.6,57.0,848.7,457.0,35.0,Yes
2024-01-01 17:00:00,Zone-H-Hills,1236.3,36.9,1088.0,148.4,12.0,No
2024-01-01 18:00:00,Zone-A-Downtown,791.3,66.8,639.1,152.2,19.23,Yes
2024-01-01 18:00:00,Zone-B-North,1017.3,39.4,821.7,195.6,19.23,No
2024-01-01 18:00:00,Zone-C-South,1070.1,47.5,642.0,428.0,40.0,Yes
2024-01-01 18:00:00,Zone-D-East,1113.6,48.0,899.4,214.1,19.23,Yes
2024-01-01 18:00:00,Zone-E-West,1306.4,46.5,1055.2,251.2,19.23,Yes
2024-01-01 18:00:00,Zone-F-Industrial,1321.9,50.8,1067.7,254.2,19.23,Yes
2024-01-01 18:00:00,Zone-G-Coastal,1581.2,50.4,1027.8,553.4,35.0,Yes
2024-01-01 18:00:00,Zone-H-Hills,1760.7,35.1,1549.4,211.3,12.0,No
2024-01-01 19:00:00,Zone-A-Downtown,816.2,70.3,659.2,157.0,19.23,Yes
2024-01-01 19:00:00,Zone-B-North,886.3,51.0,715.9,170.4,19.23,Yes
2024-01-01 19:00:00,Zone-C-South,1010.3,55.5,606.2,404.1,40.0,Yes
2024-01-01 19:00:00,Zone-D-East,1148.2,53.9,927.4,220.8,19.23,Yes
2024-01-01 19:00:00,Zone-E-West,1226.5,47.0,990.6,235.9,19.23,Yes
2024-01-01 19:00:00,Zone-F-Industrial,1391.0,55.2,1123.5,267.5,19.23,Yes
2024-01-01 19:00:00,Zone-G-Coastal,1693.2,54.2,1100.6,592.6,35.0,Yes
2024-01-01 19:00:00,Zone-H-Hills,1559.5,34.4,1372.3,187.1,12.0,No
2024-01-01 20:00:00,Zone-A-Downtown,733.4,63.0,592.4,141.0,19.23,Yes
2024-01-01 20:00:00,Zone-B-North,829.1,51.3,669.7,159.4,19.23,Yes
2024-01-01 20:00:00,Zone-C-South,1075.8,44.8,645.5,430.3,40.0,Yes
2024-01-01 20:00:00,Zone-D-East,1176.9,41.7,950.6,226.3,19.23,Yes
2024-01-01 20:00:00,Zone-E-West,1357.1,52.4,1096.1,261.0,19.23,Yes
2024-01-01 20:00:00,Zone-F-Industrial,1398.0,47.5,1129.2,268.8,19.23,Yes
2024-01-01 20:00:00,Zone-G-Coastal,1612.3,46.6,1048.0,564.3,35.0,Yes
2024-01-01 20:00:00,Zone-H-Hills,1688.6,36.4,1486.0,202.6,12.0,No
2024-01-01 21:00:00,Zone-A-Downtown,721.0,74.4,582.3,138.6,19.23,Yes
2024-01-01 21:00:00,Zone-B-North,837.5,51.1,676.5,161.1,19.23,Yes
2024-01-01 21:00:00,Zone-C-South,1012.4,53.7,607.4,404.9,40.0,Yes
2024-01-01 21:00:00,Zone-D-East,1239.4,40.0,1001.0,238.3,19.23,No
2024-01-01 21:00:00,Zone-E-West,1307.8,52.3,1056.3,251.5,19.23,Yes
2024-01-01 21:00:00,Zone-F-Industrial,1440.9,55.3,1163.8,277.1,19.23,Yes
2024-01-01 21:00:00,Zone-G-Coastal,1577.8,44.9,1025.6,552.2,35.0,Yes
2024-01-01 21:00:00,Zone-H-Hills,1645.3,37.3,1447.8,197.4,12.0,No
2024-01-01 22:00:00,Zone-A-Downtown,587.7,77.7,440.8,146.9,25.0,Yes
2024-01-01 22:00:00,Zone-B-North,718.0,54.5,538.5,179.5,25.0,Yes
2024-01-01 22:00:00,Zone-C-South,790.1,51.5,474.0,316.0,40.0,Yes
2024-01-01 22:00:00,Zone-D-East,830.8,47.8,623.1,207.7,25.0,Yes
2024-01-01 22:00:00,Zone-E-West,1080.9,50.3,810.6,270.2,25.0,Yes
2024-01-01 22:00:00,Zone-F-Industrial,1083.6,55.7,812.7,270.9,25.0,Yes
2024-01-01 22:00:00,Zone-G-Coastal,1197.2,60.6,778.2,419.0,35.0,Yes
2024-01-01 22:00:00,Zone-H-Hills,1341.9,39.0,1180.9,161.0,12.0,No
2024-01-01 23:00:00,Zone-A-Downtown,607.9,77.5,456.0,152.0,25.0,Yes
2024-01-01 23:00:00,Zone-B-North,715.8,56.2,536.9,179.0,25.0,Yes
2024-01-01 23:00:00,Zone-C-South,815.0,53.5,489.0,326.0,40.0,Yes
2024-01-01 23:00:00,Zone-D-East,975.7,53.5,731.7,243.9,25.0,Yes
2024-01-01 23:00:00,Zone-E-West,947.3,51.4,710.4,236.8,25.0,Yes
2024-01-01 23:00:00,Zone-F-Industrial,1030.0,52.8,772.5,257.5,25.0,Yes
2024-01-01 23:00:00,Zone-G-Coastal,1191.8,62.8,774.7,417.1,35.0,Yes
2024-01-01 23:00:00,Zone-H-Hills,1257.0,43.7,1106.1,150.8,12.0,Yes
2024-01-02 00:00:00,Zone-A-Downtown,273.2,73.5,153.7,119.5,43.75,Yes
2024-01-02 00:00:00,Zone-B-North,300.0,66.6,168.8,131.3,43.75,Yes
2024-01-02 00:00:00,Zone-C-South,339.5,52.7,203.7,135.8,40.0,Yes
2024-01-02 00:00:00,Zone-D-East,365.3,63.4,205.5,159.8,43.75,Yes
2024-01-02 00:00:00,Zone-E-West,404.9,63.7,227.8,177.2,43.75,Yes
2024-01-02 00:00:00,Zone-F-Industrial,440.0,60.4,247.5,192.5,43.75,Yes
2024-01-02 00:00:00,Zone-G-Coastal,482.9,57.9,313.9,169.0,35.0,Yes
2024-01-02 00:00:00,Zone-H-Hills,526.8,47.6,463.6,63.2,12.0,Yes
2024-01-02 01:00:00,Zone-A-Downtown,225.7,80.9,126.9,98.7,43.75,No
2024-01-02 01:00:00,Zone-B-North,271.8,59.1,152.9,118.9,43.75,Yes
2024-01-02 01:00:00,Zone-C-South,302.4,65.0,181.4,120.9,40.0,Yes
2024-01-02 01:00:00,Zone-D-East,375.9,60.0,211.5,164.5,43.75,Yes
2024-01-02 01:00:00,Zone-E-West,375.0,66.9,210.9,164.1,43.75,Yes
2024-01-02 01:00:00,Zone-F-Industrial,428.0,66.6,240.8,187.3,43.75,Yes
2024-01-02 01:00:00,Zone-G-Coastal,510.3,62.8,331.7,178.6,35.0,Yes
2024-01-02 01:00:00,Zone-H-Hills,530.3,48.5,466.6,63.6,12.0,Yes
2024-01-02 02:00:00,Zone-A-Downtown,231.1,73.0,130.0,101.1,43.75,Yes
2024-01-02 02:00:00,Zone-B-North,256.5,58.3,144.3,112.2,43.75,Yes
2024-01-02 02:00:00,Zone-C-South,329.8,48.0,197.9,131.9,40.0,Yes
2024-01-02 02:00:00,Zone-D-East,357.0,63.9,200.8,156.2,43.75,Yes
2024-01-02 02:00:00,Zone-E-West,391.9,64.3,220.4,171.4,43.75,Yes
2024-01-02 02:00:00,Zone-F-Industrial,433.9,57.8,244.1,189.8,43.75,Yes
2024-01-02 02:00:00,Zone-G-Coastal,473.3,57.7,307.7,165.7,35.0,Yes
2024-01-02 02:00:00,Zone-H-Hills,537.6,52.9,473.1,64.5,12.0,Yes
2024-01-02 03:00:00,Zone-A-Downtown,210.2,82.0,118.3,92.0,43.75,No
2024-01-02 03:00:00,Zone-B-North,290.9,74.9,163.6,127.3,43.75,Yes
2024-01-02 03:00:00,Zone-C-South,307.8,64.5,184.7,123.1,40.0,Yes
2024-01-02 03:00:00,Zone-D-East,374.1,62.1,210.4,163.6,43.75,Yes
2024-01-02 03:00:00,Zone-E-West,403.1,56.5,226.7,176.3,43.75,Yes
2024-01-02 03:00:00,Zone-F-Industrial,430.7,60.7,242.3,188.4,43.75,Yes
2024-01-02 03:00:00,Zone-G-Coastal,460.1,54.9,299.1,161.1,35.0,Yes
2024-01-02 03:00:00,Zone-H-Hills,518.4,43.7,456.2,62.2,12.0,Yes
2024-01-02 04:00:00,Zone-A-Downtown,256.1,72.7,144.1,112.1,43.75,Yes
2024-01-02 04:00:00,Zone-B-North,282.2,60.3,158.7,123.5,43.75,Yes
2024-01-02 04:00:00,Zone-C-South,294.5,58.4,176.7,117.8,40.0,Yes
2024-01-02 04:00:00,Zone-D-East,363.5,55.5,204.5,159.0,43.75,Yes
2024-01-02 04:00:00,Zone-E-West,409.6,66.0,230.4,179.2,43.75,Yes
2024-01-02 04:00:00,Zone-F-Industrial,439.3,71.9,247.1,192.2,43.75,Yes
2024-01-02 04:00:00,Zone-G-Coastal,475.0,52.1,308.7,166.2,35.0,Yes
2024-01-02 04:00:00,Zone-H-Hills,544.2,44.0,478.9,65.3,12.0,Yes
2024-01-02 05:00:00,Zone-A-Downtown,218.0,83.5,122.7,95.4,43.75,No
2024-01-02 05:00:00,Zone-B-North,259.7,61.0,146.1,113.6,43.75,Yes
2024-01-02 05:00:00,Zone-C-South,341.2,64.6,204.7,136.5,40.0,Yes
2024-01-02 05:00:00,Zone-D-East,364.0,58.4,204.8,159.3,43.75,Yes
2024-01-02 05:00:00,Zone-E-West,390.6,63.3,219.7,170.9,43.75,Yes
2024-01-02 05:00:00,Zone-F-Industrial,424.6,54.6,238.8,185.8,43.75,Yes
2024-01-02 05:00:00,Zone-G-Coastal,480.2,66.2,312.1,168.1,35.0,Yes
2024-01-02 05:00:00,Zone-H-Hills,515.0,45.8,453.2,61.8,12.0,Yes
2024-01-02 06:00:00,Zone-A-Downtown,738.3,63.5,593.2,145.0,19.64,Yes
2024-01-02 06:00:00,Zone-B-North,1011.0,49.2,812.4,198.6,19.64,Yes
2024-01-02 06:00:00,Zone-C-South,1098.0,45.0,658.8,439.2,40.0,Yes
2024-01-02 06:00:00,Zone-D-East,1276.0,43.7,1025.4,250.6,19.64,Yes
2024-01-02 06:00:00,Zone-E-West,1357.2,42.6,1090.6,266.6,19.64,Yes
2024-01-02 06:00:00,Zone-F-Industrial,1572.9,50.9,1263.9,309.0,19.64,Yes
2024-01-02 06:00:00,Zone-G-Coastal,1719.2,42.8,1117.5,601.7,35.0,Yes
2024-01-02 06:00:00,Zone-H-Hills,1922.8,33.4,1692.1,230.7,12.0,No
2024-01-02 07:00:00,Zone-A-Downtown,704.8,69.9,566.3,138.4,19.64,Yes
2024-01-02 07:00:00,Zone-B-North,968.1,43.0,778.0,190.2,19.64,Yes
2024-01-02 07:00:00,Zone-C-South,1086.4,42.0,651.8,434.6,40.0,Yes
2024-01-02 07:00:00,Zone-D-East,1319.5,48.4,1060.3,259.2,19.64,Yes
2024-01-02 07:00:00,Zone-E-West,1268.2,48.3,1019.1,249.1,19.64,Yes
2024-01-02 07:00:00,Zone-F-Industrial,1440.2,44.8,1157.3,282.9,19.64,Yes
2024-01-02 07:00:00,Zone-G-Coastal,1538.8,54.0,1000.2,538.6,35.0,Yes
2024-01-02 07:00:00,Zone-H-Hills,1875.9,35.7,1650.8,225.1,12.0,No
2024-01-02 08:00:00,Zone-A-Downtown,849.3,68.6,682.5,166.8,19.64,Yes
2024-01-02 08:00:00,Zone-B-North,1022.0,46.3,821.3,200.8,19.64,Yes
2024-01-02 08:00:00,Zone-C-South,1204.8,48.6,722.9,481.9,40.0,Yes
2024-01-02 08:00:00,Zone-D-East,1236.7,53.9,993.8,242.9,19.64,Yes
2024-01-02 08:00:00,Zone-E-West,1328.3,50.6,1067.4,260.9,19.64,Yes
2024-01-02 08:00:00,Zone-F-Industrial,1470.1,52.7,1181.3,288.8,19.64,Yes
2024-01-02 08:00:00,Zone-G-Coastal,1686.6,50.7,1096.3,590.3,35.0,Yes
2024-01-02 08:00:00,Zone-H-Hills,1931.6,37.9,1699.8,231.8,12.0,No
2024-01-02 09:00:00,Zone-A-Downtown,822.4,68.3,660.9,161.5,19.64,Yes
2024-01-02 09:00:00,Zone-B-North,1169.9,53.6,940.1,229.8,19.64,Yes
2024-01-02 09:00:00,Zone-C-South,1012.9,47.0,607.7,405.1,40.0,Yes
2024-01-02 09:00:00,Zone-D-East,1352.2,45.7,1086.6,265.6,19.64,Yes
2024-01-02 09:00:00,Zone-E-West,1263.8,45.4,1015.6,248.3,19.64,Yes
2024-01-02 09:00:00,Zone-F-Industrial,1602.6,45.7,1287.8,314.8,19.64,Yes
2024-01-02 09:00:00,Zone-G-Coastal,1691.5,46.5,1099.5,592.0,35.0,Yes
2024-01-02 09:00:00,Zone-H-Hills,1687.6,37.5,1485.1,202.5,12.0,No
2024-01-02 10:00:00,Zone-A-Downtown,570.7,70.6,428.0,142.7,25.0,Yes
2024-01-02 10:00:00,Zone-B-North,719.9,55.9,539.9,180.0,25.0,Yes
2024-01-02 10:00:00,Zone-C-South,743.3,51.3,446.0,297.3,40.0,Yes
2024-01-02 10:00:00,Zone-D-East,889.6,53.6,667.2,222.4,25.0,Yes
2024-01-02 10:00:00,Zone-E-West,1031.6,59.9,773.7,257.9,25.0,Yes
2024-01-02 10:00:00,Zone-F-Industrial,1133.2,56.0,849.9,283.3,25.0,Yes
2024-01-02 10:00:00,Zone-G-Coastal,1172.6,51.9,762.2,410.4,35.0,Yes
2024-01-02 10:00:00,Zone-H-Hills,1284.8,39.3,1130.6,154.2,12.0,No
2024-01-02 11:00:00,Zone-A-Downtown,553.5,73.1,415.1,138.4,25.0,Yes
2024-01-02 11:00:00,Zone-B-North,774.5,55.0,580.8,193.6,25.0,Yes
2024-01-02 11:00:00,Zone-C-South,766.8,59.5,460.1,306.7,40.0,Yes
2024-01-02 11:00:00,Zone-D-East,888.0,62.8,666.0,222.0,25.0,Yes
2024-01-02 11:00:00,Zone-E-West,1016.3,53.1,762.2,254.1,25.0,Yes
2024-01-02 11:00:00,Zone-F-Industrial,1149.3,59.9,862.0,287.3,25.0,Yes
2024-01-02 11:00:00,Zone-G-Coastal,1187.5,51.6,771.9,415.6,35.0,Yes
2024-01-02 11:00:00,Zone-H-Hills,1296.2,32.3,1140.7,155.5,12.0,No
2024-01-02 12:00:00,Zone-A-Downtown,714.5,84.6,535.9,178.6,25.0,No
2024-01-02 12:00:00,Zone-B-North,690.5,51.0,517.9,172.6,25.0,Yes
2024-01-02 12:00:00,Zone-C-South,850.0,55.6,510.0,340.0,40.0,Yes
2024-01-02 12:00:00,Zone-D-East,1004.5,50.6,753.4,251.1,25.0,Yes
2024-01-02 12:00:00,Zone-E-West,963.4,51.5,722.5,240.8,25.0,Yes
2024-01-02 12:00:00,Zone-F-Industrial,1141.2,57.9,855.9,285.3,25.0,Yes
